strava,google
324.5,332.89642333984
323.9,330.9167175293
323.7,330.35571289062
323.2,330.19314575195
322.8,329.70498657227
322.6,333.62747192383
322.3,336.95208740234
322.1,337.13119506836
322.3,331.85565185547
322.6,333.1198425293
322.7,332.55661010742
322.9,331.40579223633
323,331.96267700195
323,331.08917236328
323.2,329.8967590332
323.7,327.68200683594
324,326.82229614258
324.4,327.20626831055
324.7,328.01449584961
325,327.61535644531
325.6,326.42291259766
326,326.83901977539
326.4,327.05505371094
326.9,327.7646484375
327.4,328.53649902344
327.7,328.80694580078
328,328.68869018555
328.4,329.84091186523
328.7,330.84469604492
328.9,331.60140991211
329.2,332.88220214844
329.5,335.4201965332
329.9,338.93338012695
330.1,339.06314086914
330.4,339.53552246094
330.7,342.44985961914
331,346.13159179688
331.4,345.25628662109
331.6,345.00564575195
331.8,344.8620300293
332.2,346.01498413086
332.5,346.31210327148
332.9,345.51208496094
333.2,343.55590820312
334.2,341.00674438477
335.5,337.77346801758
337,328.66723632812
336.9,327.83032226562
336.8,330.53387451172
336.7,331.83477783203
336.6,332.8837890625
336.6,333.08071899414
336.5,333.91430664062
336.4,333.52963256836
336.4,334.12237548828
336.2,335.578125
336.1,335.38851928711
336,331.7780456543
335.7,331.62506103516
335.5,331.93899536133
335.4,331.99990844727
335.3,332.10876464844
335.2,332.34930419922
335,333.04571533203
335,333.04571533203
334.7,333.60433959961
334.7,333.78665161133
334.6,334.00296020508
334.4,333.43041992188
334.3,332.04708862305
334,330.32949829102
333.9,328.30291748047
333.7,328.49719238281
333.6,329.43963623047
333.5,328.55773925781
333.4,329.56188964844
333.3,329.19790649414
333.2,329.41445922852
333.1,329.775390625
333.1,329.74841308594
333,329.71224975586
333,329.58325195312
332.9,329.73370361328
332.8,329.95590209961
332.7,329.96966552734
332.7,329.73681640625
332.6,329.72286987305
332.5,330.12832641602
332.4,329.92227172852
332.1,330.60012817383
332,330.69647216797
331.9,330.32104492188
331.7,331.08493041992
331.7,331.3049621582
331.6,330.74905395508
331.5,330.38204956055
331.4,330.21331787109
331.2,330.416015625
331.1,329.99465942383
331,329.83129882812
330.9,329.70812988281
330.6,330.51141357422
329.5,330.44494628906
328.9,330.28747558594
328.3,330.21340942383
328,329.98910522461
327.8,330.37438964844
327.7,330.51373291016
327.6,330.62872314453
327.5,330.15954589844
327.3,329.787109375
327.2,329.35247802734
327.1,329.20895385742
327,329.64221191406
326.8,329.0788269043
326.7,328.54086303711
326.5,328.30303955078
326.3,329.3659362793
326.2,329.55010986328
326.1,328.68096923828
326,328.59506225586
325.9,328.39044189453
325.8,327.46990966797
325.7,327.57412719727
325.6,326.9533996582
325.5,327.08599853516
325.3,327.50494384766
325.2,327.57635498047
323.8,327.70071411133
323,328.23580932617
322.7,336.27066040039
322.5,337.67575073242
322.2,335.71182250977
322,333.26550292969
322.5,331.62652587891
322.7,332.34841918945
322.8,331.80712890625
323,332.76565551758
323,332.01193237305
323.1,331.39508056641
323.6,328.95370483398
324.6,328.48034667969
325.9,333.5578918457
326.8,337.55810546875
327.6,338.37106323242
328.2,337.15902709961
329,336.18035888672
330.4,334.48901367188
331.4,332.65139770508
332.2,332.99270629883
333.5,332.03231811523
334.1,332.52362060547
334.4,333.06109619141
334.6,332.46310424805
334.8,333.1051940918
335,333.41320800781
335,333.91119384766
335.1,333.75131225586
335.2,334.56866455078
335.3,336.75891113281
335.6,335.00308227539
335.9,333.76776123047
336.9,335.32946777344
337.6,335.04962158203
337.9,333.40362548828
338.1,332.96090698242
338.3,333.75543212891
338.4,334.23413085938
338.5,334.17153930664
338.6,336.65856933594
338.9,337.3434753418
339.9,337.89715576172
340.5,335.87023925781
340.9,335.29818725586
341.2,335.75964355469
341.4,336.69241333008
342.3,338.61859130859
343.5,341.1103515625
344,341.59518432617
344,341.5615234375
344.1,341.359375
344.2,340.80926513672
344.3,340.94570922852
344.8,342.22467041016
345.9,342.33657836914
346.3,342.64855957031
347.2,345.21228027344
347.4,346.38104248047
347.4,344.86932373047
347.5,343.15234375
347.6,343.26626586914
347.7,342.56454467773
347.8,342.97271728516
348,342.44610595703
346.6,341.96084594727
342.7,341.24606323242
340.4,340.35705566406
338.1,339.9514465332
337.5,339.59646606445
337.2,339.63854980469
336.2,339.33050537109
334.7,338.21243286133
334,337.93643188477
332.5,337.2434387207
331.4,337.30529785156
330.2,337.07934570312
328.8,337.23873901367
327.3,336.47470092773
325.3,335.5016784668
325.2,334.26205444336
325.2,333.3557434082
325.1,332.80712890625
325.2,331.61416625977
325.4,330.81063842773
325.5,330.38092041016
325.5,328.14794921875
325.6,326.43774414062
325.8,324.62084960938
325.9,322.78811645508
326,321.04937744141
326.1,320.58834838867
326.4,318.60556030273
326.8,317.30068969727
326.9,315.71087646484
327.1,315.19097900391
327.5,314.54556274414
327.9,311.4983215332
327,310.16357421875
324.5,309.52478027344
322.5,308.13238525391
320.4,306.75598144531
317.2,304.77890014648
313.4,301.82235717773
310.7,299.68469238281
308.2,298.24179077148
303.9,298.48239135742
301.3,298.57366943359
299.8,297.85751342773
299.4,297.6549987793
299,297.37808227539
299,297.20922851562
300.5,296.25186157227
302.5,296.70629882812
303.1,297.91384887695
303.8,297.00076293945
303.8,297.0622253418
304,297.24887084961
304.4,297.82702636719
306.2,297.34686279297
307,296.38681030273
307,295.07965087891
308,294.18521118164
298.5,293.61065673828
296,293.59051513672
296,293.72564697266
296,293.01531982422
296,292.97439575195
295.4,293.30746459961
295.1,293.99877929688
295,293.87069702148
295,293.04788208008
295,293.71328735352
295,294.5973815918
294.9,295.00720214844
294.8,295.39001464844
294.8,295.69110107422
294.7,296.08471679688
294.3,295.62664794922
293.8,294.76907348633
293.2,292.41915893555
293,290.19000244141
293.1,289.8571472168
293.5,290.08071899414
293.9,291.61846923828
297.3,292.64013671875
294.4,292.41177368164
292.6,291.85931396484
292,290.83770751953
292,292.0852355957
286.3,292.17398071289
285,292.07623291016
285,292.6589050293
285.1,291.94180297852
285.3,291.57629394531
286,291.80377197266
287.1,291.51968383789
288.6,291.43173217773
289.2,290.98052978516
289.4,291.62145996094
289.6,291.82821655273
289.9,291.38327026367
290.5,290.17254638672
290.9,289.86199951172
290.7,289.97082519531
290.5,290.7112121582
292.6,292.80017089844
297.3,297.78372192383
297.8,298.29925537109
300.5,300.22604370117
302,302.79565429688
302,304.07073974609
302,306.68811035156
303.8,310.14151000977
304.9,311.67919921875
307,315.18338012695
308.5,317.5419921875
309.3,318.76333618164
309.7,319.52575683594
308.6,318.81448364258
307.8,318.47610473633
307,318.31558227539
305.9,318.24142456055
305,316.87536621094
303.4,314.95037841797
302,315.50375366211
301.9,315.04983520508
302.7,316.01885986328
304,315.84854125977
305.4,315.10586547852
306.5,314.46472167969
